,,,,buy & hold result,algo result from "yesterday",algo w/ shorting
,close,predictions,to change,1000,1000,1000
867,855,1,-0.002140351,953.2625698,994.5525004,1034.16547
868,853.17,1,9.37679E-05,953.3519553,994.6457576,1034.262442
869,853.25,1,-0.001699385,951.7318436,992.9554718,1032.504832
870,851.8,0,-0.002394928,949.452514,992.9554718,1034.977607
871,849.76,1,-0.004471851,945.2067039,988.515123,1030.349342
872,845.96,1,-0.009409428,936.3128492,979.2137608,1020.654344
873,838,1,1.19332E-05,936.3240223,979.2254459,1020.666523
874,838.01,0,-0.000178995,936.1564246,979.2254459,1020.849218
875,837.86,1,-0.004511494,931.9329609,974.8076766,1016.243663
876,834.08,1,0.001019087,932.8826816,975.8010903,1017.279304
877,834.93,0,-5.98853E-05,932.8268156,975.8010903,1017.340224
878,834.88,1,-0.000515044,932.3463687,975.2985098,1016.816249
879,834.45,0,-1.19839E-05,932.3351955,975.2985098,1016.828434
880,834.44,0,-5.99204E-05,932.2793296,975.2985098,1016.889363
881,834.39,0,0,932.2793296,975.2985098,1016.889363
882,834.39,0,-4.79392E-05,932.2346369,975.2985098,1016.938112
883,834.35,0,-0.010978606,922,975.2985098,1028.102675
884,825.19,1,-0.00023025,921.7877095,975.0739473,1027.865954
885,825,1,0.003842424,925.3296089,978.8205951,1031.815451
886,828.17,0,-0.00624268,919.5530726,978.8205951,1038.256745
887,823,1,0.002320778,921.6871508,981.09222,1040.666308
888,824.91,1,-0.001127396,920.6480447,979.9861408,1039.493065
889,823.98,1,-6.06811E-05,920.5921788,979.9266742,1039.429987
890,823.93,1,0.009915891,929.7206704,989.6435202,1049.736862
891,832.1,0,0.001910828,931.4972067,989.6435202,1047.730995
892,833.69,1,0.001559333,932.9497207,991.1867036,1049.364756
893,834.99,1,-0.000574857,932.4134078,990.6169128,1048.761521
894,834.51,0,0.004661418,936.7597765,990.6169128,1043.872805
895,838.4,0,0,936.7597765,990.6169128,1043.872805
896,838.4,0,-0.00610687,931.0391061,990.6169128,1050.247601
897,833.28,0,0.002076133,932.972067,990.6169128,1048.067148
898,835.01,0,-1.19759E-05,932.9608939,990.6169128,1048.079699
899,835,0,-0.00508982,928.2122905,990.6169128,1053.414237
900,830.75,0,-0.002539874,925.8547486,990.6169128,1056.089776
901,828.64,1,0.001641243,927.3743017,992.2427564,1057.823076
902,830,1,-0.001783133,925.7206704,990.4734561,1055.936837
903,828.52,0,0.001762178,927.3519553,990.4734561,1054.076088
904,829.98,1,0.000963879,928.2458101,991.4281523,1055.09209
905,830.78,0,-0.003418474,925.0726257,991.4281523,1058.698895
906,827.94,1,0.000917941,925.9217877,992.3382247,1059.670718
907,828.7,0,0.000470617,926.3575419,992.3382247,1059.172019
908,829.09,1,0.003497811,929.5977654,995.8092361,1062.876802
909,831.99,0,0.000540872,930.1005587,995.8092361,1062.301922
910,832.44,0,0.003075297,932.9608939,995.8092361,1059.035029
911,835,1,0.002718563,935.4972067,998.5164062,1061.914082
912,837.27,0,0.003296428,938.5810056,998.5164062,1058.413559
913,840.03,0,-0.005987881,932.9608939,998.5164062,1064.751214
914,835,0,0.002095808,934.9162011,998.5164062,1062.519699
915,836.75,0,0.000657305,935.5307263,998.5164062,1061.8213
916,837.3,0,0.003224651,938.547486,998.5164062,1058.397297
917,840,1,-0.000654762,937.9329609,997.8626157,1057.704299
918,839.45,0,0.006420871,943.9553073,997.8626157,1050.912916
919,844.84,0,-0.000461626,943.5195531,997.8626157,1051.398045
920,844.45,1,-0.005103914,938.7039106,992.7696109,1046.0318
921,840.14,0,0.002916181,941.4413408,992.7696109,1042.981382
922,842.59,1,-0.004106386,937.575419,988.6929154,1038.698498
923,839.13,1,-0.001322799,936.3351955,987.3850738,1037.324509
924,838.02,0,0.000572779,936.8715084,987.3850738,1036.730351
925,838.5,1,-0.000155039,936.726257,987.2319908,1036.569618
926,838.37,0,-0.002814986,934.0893855,987.2319908,1039.487547
927,836.01,0,0.002452124,936.3798883,987.2319908,1036.938595
928,838.06,1,-0.001396081,935.0726257,985.8537346,1035.490944
929,836.89,1,0.000143388,935.2067039,985.9950942,1035.639421
930,837.01,0,0.000286735,935.4748603,985.9950942,1035.342467
931,837.25,0,0.003272619,938.5363128,985.9950942,1031.954186
932,839.99,0,-0.004488149,934.3240223,985.9950942,1036.58575
933,836.22,0,-0.000179379,934.1564246,985.9950942,1036.771691
934,836.07,0,-0.001291758,932.9497207,985.9950942,1038.110949
935,834.99,1,-0.001161691,931.8659218,984.849673,1036.904986
936,834.02,1,-0.004064651,928.0782123,980.8466031,1032.690329
937,830.63,1,-0.000156508,927.9329609,980.693093,1032.528705
938,830.5,0,-0.000602047,927.3743017,980.693093,1033.150336
939,830,0,0,927.3743017,980.693093,1033.150336
940,830,1,-3.61446E-05,927.3407821,980.6576463,1033.112993
941,829.97,1,4.81945E-05,927.3854749,980.7049086,1033.162783
942,830.01,0,7.22883E-05,927.452514,980.7049086,1033.088098
943,830.07,1,0.002626285,929.8882682,983.2805187,1035.801281
944,832.25,0,-0.002895764,927.1955307,983.2805187,1038.800718
945,829.84,1,-0.001373759,925.9217877,981.9297285,1037.373656
946,828.7,0,-0.005671534,920.6703911,981.9297285,1043.257156
947,824,1,-0.004854369,916.2011173,977.1630793,1038.192801
948,820,1,1.21951E-05,916.2122905,977.1749959,1038.205462
949,820.01,1,0.001207302,917.3184358,978.3547416,1039.458889
950,821,1,0.008087698,924.7374302,986.2673792,1047.865719
951,827.64,1,0.002742738,927.273743,988.9724526,1050.73974
952,829.91,0,-7.2297E-05,927.2067039,988.9724526,1050.815706
953,829.85,0,-0.000891727,926.3798883,988.9724526,1051.752747
954,829.11,0,0.001001073,927.3072626,988.9724526,1050.699865
955,829.94,1,-0.000530159,926.8156425,988.4481402,1050.142827
956,829.5,0,0.002290536,928.9385475,988.4481402,1047.737437
957,831.4,1,0.007385134,935.7988827,995.7479616,1055.475118
958,837.54,1,-0.003032691,932.9608939,992.7281658,1052.274188
959,835,0,0.011353293,943.5530726,992.7281658,1040.32741
960,844.48,0,-0.000509189,943.0726257,992.7281658,1040.857134
961,844.05,0,-0.001729755,941.4413408,992.7281658,1042.657562
962,842.59,0,-0.002705942,938.8938547,992.7281658,1045.478933
963,840.31,1,0.002713284,941.4413408,995.4217196,1048.315615
964,842.59,1,1.18682E-05,941.452514,995.4335334,1048.328056
965,842.6,0,-0.00072395,940.7709497,995.4335334,1049.086993
966,841.99,1,-0.000130643,940.6480447,995.3034871,1048.949938
967,841.88,0,0.001330356,941.8994413,995.3034871,1047.554461
968,843,0,0.002372479,944.1340782,995.3034871,1045.06916
969,845,1,0,944.1340782,995.3034871,1045.06916
970,845,1,-3.5503E-05,944.1005587,995.2681509,1045.032057
971,844.97,1,0.001017788,945.0614525,996.2811225,1046.095677
972,845.83,1,1.18227E-05,945.0726257,996.2929012,1046.108045
973,845.84,0,0,945.0726257,996.2929012,1046.108045
974,845.84,0,-1.18226E-05,945.0614525,996.2929012,1046.120413
975,845.83,0,0,945.0614525,996.2929012,1046.120413
976,845.83,0,1.18227E-05,945.0726257,996.2929012,1046.108045
977,845.84,0,4.72903E-05,945.1173184,996.2929012,1046.058574
978,845.88,0,3.5466E-05,945.150838,996.2929012,1046.021474
979,845.91,1,-0.001075765,944.1340782,995.2211247,1044.896202
980,845,0,0,944.1340782,995.2211247,1044.896202
981,845,1,0.001573964,945.6201117,996.7875674,1046.540831
982,846.33,0,0.000779838,946.3575419,996.7875674,1045.724699
983,846.99,0,0.002290464,948.5251397,996.7875674,1043.329504
984,848.93,1,0.001543119,949.9888268,998.3257292,1044.939486
985,850.24,1,0.012772864,962.122905,1011.077208,1058.286356
986,861.1,1,-0.000232261,961.8994413,1010.842374,1058.040557
987,860.9,0,-0.005668486,956.4469274,1010.842374,1064.038046
988,856.02,1,0.005852667,962.0446927,1016.758498,1070.265506
989,861.03,0,-0.005841841,956.424581,1016.758498,1076.517827
990,856,1,-0.007897196,948.8715084,1008.728957,1068.016354
991,849.24,0,0.003273515,951.9776536,1008.728957,1064.520187
992,852.02,1,0.001537523,953.4413408,1010.2799,1066.15691
993,853.33,1,-0.003234388,950.3575419,1007.012263,1062.708546
994,850.57,1,-0.000564327,949.8212291,1006.443979,1062.10883
995,850.09,0,-0.00027056,949.5642458,1006.443979,1062.396194
996,849.86,0,-0.002400395,947.2849162,1006.443979,1064.946365
997,847.82,0,0.001026161,948.2569832,1006.443979,1063.853558
998,848.69,0,0,948.2569832,1006.443979,1063.853558
999,848.69,0,0,948.2569832,1006.443979,1063.853558
1000,848.69,1,0.000695189,948.9162011,1007.143648,1064.593137
1001,849.28,0,0.001177468,950.0335196,1007.143648,1063.339613
1002,850.28,0,-0.002516818,947.6424581,1007.143648,1066.015845
1003,848.14,1,-0.000200439,947.452514,1006.941777,1065.802175
1004,847.97,1,0.00127363,948.6592179,1008.224248,1067.159612
1005,849.05,0,-0.001754903,946.9944134,1008.224248,1069.032373
1006,847.56,1,3.53957E-05,947.027933,1008.259935,1069.070212
1007,847.59,0,-0.00031855,946.726257,1008.259935,1069.410765
1008,847.32,0,-5.90096E-05,946.6703911,1008.259935,1069.47387
1009,847.27,1,-0.000306868,946.3798883,1007.950532,1069.145683
1010,847.01,1,-1.18062E-05,946.3687151,1007.938632,1069.133061
1011,847,0,8.26446E-05,946.4469274,1007.938632,1069.044703
1012,847.07,0,-0.001263178,945.2513966,1007.938632,1070.395096
1013,846,0,0.000508274,945.7318436,1007.938632,1069.851042
1014,846.43,1,0.003071725,948.6368715,1011.034742,1073.13733
1015,849.03,0,0.001001142,949.5865922,1011.034742,1072.062966
1016,849.88,0,0.00537723,954.6927374,1011.034742,1066.298238
1017,854.45,0,-0.00347592,951.3743017,1011.034742,1070.004605
1018,851.48,0,-1.17443E-05,951.3631285,1011.034742,1070.017172
1019,851.47,0,-2.34888E-05,951.3407821,1011.034742,1070.042305
1020,851.45,0,1.17447E-05,951.3519553,1011.034742,1070.029738
1021,851.46,0,0,951.3519553,1011.034742,1070.029738
1022,851.46,0,-0.000516759,950.8603352,1011.034742,1070.582686
1023,851.02,0,-0.001492327,949.4413408,1011.034742,1072.180345
1024,849.75,1,-0.000506031,948.9608939,1010.523127,1071.637788
1025,849.32,1,-0.000671125,948.3240223,1009.84494,1070.918585
1026,848.75,1,-0.002038292,946.3910615,1007.786581,1068.735741
1027,847.02,1,0.001133385,947.4636872,1008.928792,1069.94703
1028,847.98,1,-0.00423359,943.452514,1004.657401,1065.417313
1029,844.39,1,0.00185933,945.2067039,1006.525391,1067.398275
1030,845.96,0,-0.000898388,944.3575419,1006.525391,1068.357213
1031,845.2,0,-0.001301467,943.1284916,1006.525391,1069.747645
1032,844.1,1,-0.001480867,941.7318436,1005.03486,1068.16349
1033,842.85,0,-0.002254256,939.6089385,1005.03486,1070.571405
1034,840.95,1,-0.01140377,928.8938547,993.5736743,1058.362855
1035,831.36,0,0.007746343,936.0893855,993.5736743,1050.164413
1036,837.8,1,-9.54882E-05,936,993.4787997,1050.064135
1037,837.72,0,2.38743E-05,936.0223464,993.4787997,1050.039065
1038,837.74,0,0.000596844,936.5810056,993.4787997,1049.412356
1039,838.24,1,0.004485589,940.7821229,997.9351372,1054.119588
1040,842,1,0.002244656,942.8938547,1000.175158,1056.485724
1041,843.89,1,0.003187619,945.8994413,1003.363335,1059.853398
1042,846.58,1,0.002811311,948.5586592,1006.184102,1062.832976
1043,848.96,0,5.88956E-05,948.6145251,1006.184102,1062.77038
1044,849.01,1,0.004699591,953.0726257,1010.912756,1067.764966
1045,853,0,-0.003528722,949.7094972,1010.912756,1071.532812
1046,849.99,0,-0.00116472,948.603352,1010.912756,1072.780847
1047,849,0,0.001166078,949.7094972,1010.912756,1071.529901
1048,849.99,0,-7.05891E-05,949.6424581,1010.912756,1071.60554
1049,849.93,0,8.23597E-05,949.7206704,1010.912756,1071.517283
1050,850,1,-1.17647E-05,949.7094972,1010.900863,1071.504676
1051,849.99,0,0,949.7094972,1010.900863,1071.504676
1052,849.99,0,-0.005858892,944.1452514,1010.900863,1077.782507
1053,845.01,0,0.001893469,945.9329609,1010.900863,1075.74176
1054,846.61,0,-1.18118E-05,945.9217877,1010.900863,1075.754466
1055,846.6,0,-0.003236475,942.8603352,1010.900863,1079.236119
1056,843.86,1,0.003246984,945.9217877,1014.183242,1082.740381
1057,846.6,1,-0.002078904,943.9553073,1012.074853,1080.489468
1058,844.84,1,0.0059893,949.6089385,1018.136472,1086.960844
1059,849.9,1,0,949.6089385,1018.136472,1086.960844
1060,849.9,1,0,949.6089385,1018.136472,1086.960844
1061,849.9,0,0,949.6089385,1018.136472,1086.960844
1062,849.9,0,-1.17661E-05,949.5977654,1018.136472,1086.973633
1063,849.89,0,0,949.5977654,1018.136472,1086.973633
1064,849.89,0,0,949.5977654,1018.136472,1086.973633
1065,849.89,0,1.17662E-05,949.6089385,1018.136472,1086.960843
1066,849.9,0,0,949.6089385,1018.136472,1086.960843
1067,849.9,0,-1.17661E-05,949.5977654,1018.136472,1086.973633
1068,849.89,0,1.17662E-05,949.6089385,1018.136472,1086.960843
1069,849.9,0,0,949.6089385,1018.136472,1086.960843
1070,849.9,1,-1.17661E-05,949.5977654,1018.124493,1086.948054
1071,849.89,0,0.000270623,949.8547486,1018.124493,1086.6539
1072,850.12,1,0.001423328,951.2067039,1019.573618,1088.200566
1073,851.33,0,0.003136269,954.1899441,1019.573618,1084.787676
1074,854,0,0.001135831,955.273743,1019.573618,1083.55554
1075,854.97,1,-0.001579003,953.7653631,1017.963709,1081.844603
1076,853.62,1,0.005412244,958.9273743,1023.473177,1087.69981
1077,858.24,0,-0.004346104,954.7597765,1023.473177,1092.427066
1078,854.51,0,0.00232882,956.9832402,1023.473177,1089.883
1079,856.5,0,-0.007180385,950.1117318,1023.473177,1097.70878
1080,850.35,0,0.001458223,951.4972067,1023.473177,1096.108076
1081,851.59,0,0.002783029,954.1452514,1023.473177,1093.057575
1082,853.96,0,-0.001124174,953.0726257,1023.473177,1094.286362
1083,853,1,0,953.0726257,1023.473177,1094.286362
1084,853,0,-0.001594373,951.5530726,1023.473177,1096.031063
1085,851.64,0,0.001514725,952.9944134,1023.473177,1094.370877
1086,852.93,1,-0.001113808,951.9329609,1022.333225,1093.151959
1087,851.98,0,0.001009413,952.8938547,1022.333225,1092.048516
1088,852.84,0,0,952.8938547,1022.333225,1092.048516
1089,852.84,0,-0.00333005,949.7206704,1022.333225,1095.685093
1090,850,1,-0.004129412,945.7988827,1018.11159,1091.160558
1091,846.49,1,0.00379213,949.3854749,1021.972401,1095.29838
1092,849.7,0,0.002224314,951.4972067,1021.972401,1092.862092
1093,851.59,0,-0.002360291,949.2513966,1021.972401,1095.441565
1094,849.58,1,0,949.2513966,1021.972401,1095.441565
1095,849.58,0,0.000376657,949.6089385,1021.972401,1095.028959
1096,849.9,0,-0.004059301,945.7541899,1021.972401,1099.474012
1097,846.45,0,0.002764487,948.3687151,1021.972401,1096.43453
1098,848.79,1,-0.006161713,942.5251397,1015.675301,1089.678616
1099,843.56,1,0.001979705,944.3910615,1017.686039,1091.835858
1100,845.23,1,-0.00172734,942.7597765,1015.928148,1089.949886
1101,843.77,0,0.001303673,943.9888268,1015.928148,1088.528948
1102,844.87,1,-2.36723E-05,943.9664804,1015.904099,1088.50318
1103,844.85,0,-0.002840741,941.2849162,1015.904099,1091.595335
1104,842.45,0,0.001471897,942.6703911,1015.904099,1089.988619
1105,843.69,1,-0.001422323,941.3296089,1014.459155,1088.438302
1106,842.49,1,0.000451044,941.7541899,1014.916721,1088.929236
1107,842.87,1,-1.18642E-05,941.7430168,1014.904679,1088.916317
1108,842.86,1,-0.000201694,941.5530726,1014.699979,1088.696689
1109,842.69,0,-0.0085322,933.5195531,1014.699979,1097.985667
1110,835.5,1,0.003159785,936.4692737,1017.906212,1101.455065
1111,838.14,1,-0.002481686,934.1452514,1015.380089,1098.7216
1112,836.06,1,0.006183767,939.9217877,1021.658963,1105.515838
1113,841.23,1,0.002080287,941.877095,1023.784307,1107.815628
1114,842.98,1,0.00102019,942.8379888,1024.828762,1108.945811
1115,843.84,0,-0.0010073,941.8882682,1024.828762,1110.062852
1116,842.99,0,-0.000249113,941.6536313,1024.828762,1110.339384
1117,842.78,0,-0.004046133,937.8435754,1024.828762,1114.831964
1118,839.37,1,0.002680582,940.3575419,1027.575899,1117.820363
1119,841.62,1,-0.005857751,934.849162,1021.556616,1111.27245
1120,836.69,1,0.001398367,936.1564246,1022.985127,1112.826417
1121,837.86,1,-0.000238703,935.9329609,1022.740937,1112.560782
1122,837.66,0,0.000334264,936.2458101,1022.740937,1112.188892
1123,837.94,0,0.002446476,938.5363128,1022.740937,1109.467949
1124,839.99,0,-1.19049E-05,938.5251397,1022.740937,1109.481157
1125,839.98,1,0,938.5251397,1022.740937,1109.481157
1126,839.98,1,-2.38101E-05,938.5027933,1022.716586,1109.45474
1127,839.96,0,4.76213E-05,938.547486,1022.716586,1109.401906
1128,840,0,0.000630952,939.1396648,1022.716586,1108.701927
1129,840.53,0,0.007780805,946.4469274,1022.716586,1100.075333
1130,847.07,0,-4.72216E-05,946.4022346,1022.716586,1100.12728
1131,847.03,0,0,946.4022346,1022.716586,1100.12728
1132,847.03,0,0.001145178,947.4860335,1022.716586,1098.867439
1133,848,0,0,947.4860335,1022.716586,1098.867439
1134,848,0,-0.000200472,947.2960894,1022.716586,1099.087731
1135,847.83,0,-0.011157897,936.726257,1022.716586,1111.351239
1136,838.37,1,0.010114866,946.2011173,1033.061227,1122.592407
1137,846.85,1,0.000720316,946.8826816,1033.805358,1123.401029
1138,847.46,0,-0.000177,946.7150838,1033.805358,1123.599871
1139,847.31,0,-0.007683138,939.4413408,1033.805358,1132.232644
1140,840.8,0,0.006814938,945.8435754,1033.805358,1124.516548
1141,846.53,0,-0.004063648,942,1033.805358,1129.086188
1142,843.09,0,0.002407809,944.2681564,1033.805358,1126.367564
1143,845.12,0,-1.18326E-05,944.2569832,1033.805358,1126.380892
1144,845.11,0,-2.36656E-05,944.2346369,1033.805358,1126.407548
1145,845.09,1,0,944.2346369,1033.805358,1126.407548
1146,845.09,0,0.002970098,947.0391061,1033.805358,1123.062007
1147,847.6,0,0.00023596,947.2625698,1033.805358,1122.797009
1148,847.8,1,-0.002099552,945.273743,1031.63483,1120.439639
1149,846.02,0,-0.003569656,941.8994413,1031.63483,1124.439222
1150,843,0,0.006725979,948.2346369,1031.63483,1116.876268
1151,848.67,1,-0.00288687,945.4972067,1028.656634,1113.651992
1152,846.22,0,-0.003805157,941.8994413,1028.656634,1117.889612
1153,843,0,0.002514828,944.2681564,1028.656634,1115.078312
1154,845.12,0,-0.000260318,944.0223464,1028.656634,1115.368587
1155,844.9,0,-0.000213043,943.8212291,1028.656634,1115.606209
1156,844.72,0,-0.004948385,939.150838,1028.656634,1121.126658
1157,840.54,1,0.000214148,939.3519553,1028.876919,1121.366745
1158,840.72,1,0.000142735,939.4860335,1029.023775,1121.526803
1159,840.84,0,-0.003282432,936.4022346,1029.023775,1125.208138
1160,838.08,1,-0.000465349,935.9664804,1028.54492,1124.684524
1161,837.69,0,0,935.9664804,1028.54492,1124.684524
1162,837.69,1,0.003414151,939.1620112,1032.056527,1128.524366
1163,840.55,0,0.004568437,943.452514,1032.056527,1123.368773
1164,844.39,0,-0.005352977,938.4022346,1032.056527,1129.38214
1165,839.87,0,-0.00259564,935.9664804,1032.056527,1132.313609
1166,837.69,0,-0.002017453,934.0782123,1032.056527,1134.597999
1167,836,0,0.008361244,941.8882682,1032.056527,1125.111348
1168,842.99,0,-0.008291913,934.0782123,1032.056527,1134.440674
1169,836,1,0.000478469,934.5251397,1032.550334,1134.983468
1170,836.4,0,-0.004674797,930.1564246,1032.550334,1140.289285
1171,832.49,1,0.008864971,938.4022346,1041.703863,1150.397917
1172,839.87,1,0.000142879,938.5363128,1041.852701,1150.562285
1173,839.99,0,-0.00058334,937.9888268,1041.852701,1151.233454
1174,839.5,0,0.001596188,939.4860335,1041.852701,1149.395869
1175,840.84,0,2.37857E-05,939.5083799,1041.852701,1149.36853
1176,840.86,0,-0.001260614,938.3240223,1041.852701,1150.81744
1177,839.8,0,-4.76304E-05,938.2793296,1041.852701,1150.872254
1178,839.76,0,0.000702582,938.9385475,1041.852701,1150.063672
1179,840.35,1,0.000178497,939.1061453,1042.038669,1150.268955
1180,840.5,0,-0.002046401,937.1843575,1042.038669,1152.622867
1181,838.78,0,-0.007725506,929.9441341,1042.038669,1161.527462
1182,832.3,1,0.006872522,936.3351955,1049.200102,1169.510085
1183,838.02,1,0.000274456,936.5921788,1049.488062,1169.831064
1184,838.25,0,-0.001371906,935.3072626,1049.488062,1171.435962
1185,837.1,1,-0.001529089,933.877095,1047.883302,1169.644733
1186,835.82,0,0.001675002,935.4413408,1047.883302,1167.685576
1187,837.22,0,-0.000394162,935.0726257,1047.883302,1168.145833
1188,836.89,1,-0.006918472,928.603352,1040.633551,1160.064049
1189,831.1,0,0.005450608,933.6648045,1040.633551,1153.740995
1190,835.63,1,-0.00542106,928.603352,1034.992214,1147.486496
1191,831.1,1,-0.001323547,927.3743017,1033.622353,1145.967743
1192,830,0,0.004855422,931.877095,1033.622353,1140.403587
1193,834.03,1,0.001462777,933.2402235,1035.134313,1142.071743
1194,835.25,1,-0.006285543,927.3743017,1028.627931,1134.893202
1195,830,1,0.004228916,931.2960894,1032.977912,1139.692569
1196,833.51,0,-0.004187112,927.396648,1032.977912,1144.46459
1197,830.02,0,-0.000265054,927.150838,1032.977912,1144.767935
1198,829.8,1,0.000132562,927.273743,1033.114846,1144.919688
1199,829.91,0,0.001277247,928.4581006,1033.114846,1143.457343
1200,830.97,0,1.20341E-05,928.4692737,1033.114846,1143.443582
1201,830.98,1,-2.4068E-05,928.4469274,1033.089981,1143.416062
1202,830.96,1,0.002779917,931.027933,1035.961885,1146.594664
1203,833.27,0,-0.002328177,928.8603352,1035.961885,1149.264139
1204,831.33,1,-0.000156376,928.7150838,1035.799886,1149.084422
1205,831.2,1,0.003873917,932.3128492,1039.812489,1153.53588
1206,834.42,0,-0.000263656,932.0670391,1039.812489,1153.840017
1207,834.2,0,-0.001006953,931.1284916,1039.812489,1155.001879
1208,833.36,0,0.000215993,931.3296089,1039.812489,1154.752407
1209,833.54,0,0.000479881,931.7765363,1039.812489,1154.198263
1210,833.94,1,-0.00245821,929.4860335,1037.256411,1151.361001
1211,831.89,0,-0.008222241,921.8435754,1037.256411,1160.827768
1212,825.05,0,-0.003139204,918.9497207,1037.256411,1164.471843
1213,822.46,0,0.000948374,919.8212291,1037.256411,1163.367488
1214,823.24,1,0.001081094,920.8156425,1038.377783,1164.625198
1215,824.13,1,-0.001346875,919.575419,1036.979218,1163.056593
1216,823.02,1,0.001482346,920.9385475,1038.516379,1164.780645
1217,824.24,1,0,920.9385475,1038.516379,1164.780645
1218,824.24,1,0.005362516,925.877095,1044.08544,1171.026799
1219,828.66,1,-0.000253421,925.6424581,1043.820846,1170.730036
1220,828.45,0,-0.001134649,924.5921788,1043.820846,1172.058404
1221,827.51,0,0.001123853,925.6312849,1043.820846,1170.741182
1222,828.44,1,-0.00123123,924.4916201,1042.535663,1169.299731
1223,827.42,0,0.003045612,927.3072626,1042.535663,1165.738498
1224,829.94,0,-0.003012266,924.5139665,1042.535663,1169.250012
1225,827.44,1,0.00296094,927.2513966,1045.622548,1172.712091
1226,829.89,1,-0.002012315,925.3854749,1043.518426,1170.352225
1227,828.22,0,0.002088817,927.3184358,1043.518426,1167.907574
1228,829.95,0,0.00367492,930.726257,1043.518426,1163.615606
1229,833,0,0.002989196,933.5083799,1043.518426,1160.137332
1230,835.49,0,0.003327389,936.6145251,1043.518426,1156.277104
1231,838.27,0,-0.002934615,933.8659218,1043.518426,1159.670332
1232,835.81,0,0.002680035,936.3687151,1043.518426,1156.562375
1233,838.05,1,0.00232683,938.547486,1045.946517,1159.2535
1234,840,1,-0.002309524,936.3798883,1043.530878,1156.576176
1235,838.06,0,-1.19323E-05,936.3687151,1043.530878,1156.589977
1236,838.05,0,0.00232683,938.547486,1043.530878,1153.898788
1237,840,0,0.000107143,938.6480447,1043.530878,1153.775156
1238,840.09,1,-0.000119035,938.5363128,1043.406662,1153.637817
1239,839.99,0,7.14294E-05,938.603352,1043.406662,1153.555413
1240,840.05,0,-0.002845069,935.9329609,1043.406662,1156.837357
1241,837.66,1,0.004237996,939.8994413,1047.828615,1161.74003
1242,841.21,1,0.002127887,941.8994413,1050.058276,1164.212082
1243,843,0,-0.000996441,940.9608939,1050.058276,1165.372151
1244,842.16,0,0.002517336,943.3296089,1050.058276,1162.438517
1245,844.28,0,0.002570237,945.7541899,1050.058276,1159.450774
1246,846.45,0,-0.004985528,941.0391061,1050.058276,1165.231248
1247,842.23,1,0.003953789,944.7597765,1054.209986,1169.838327
1248,845.56,0,-0.001419178,943.4189944,1054.209986,1171.498536
1249,844.36,0,0.003114785,946.3575419,1054.209986,1167.849569
1250,846.99,0,1.18065E-05,946.3687151,1054.209986,1167.835781
1251,847,0,0.001558442,947.8435754,1054.209986,1166.015777
1252,848.32,0,0.001968597,949.7094972,1054.209986,1163.720362
1253,849.99,0,-0.002729444,947.1173184,1054.209986,1166.896672
1254,847.67,1,0.002524567,949.5083799,1056.87141,1169.842581
1255,849.81,0,-0.000423624,949.1061453,1056.87141,1170.338155
1256,849.45,0,-5.88616E-05,949.0502793,1056.87141,1170.407043
1257,849.4,0,-0.005109489,944.2011173,1056.87141,1176.387225
1258,845.06,1,0.005668237,949.5530726,1062.862007,1183.055266
1259,849.85,1,0.00135318,950.8379888,1064.30025,1184.656152
1260,851,1,0.009400705,959.7765363,1074.305423,1195.792755
1261,859,0,0.011280559,970.603352,1074.305423,1182.303545
1262,868.69,1,-0.002785804,967.8994413,1071.312619,1179.009879
1263,866.27,1,0.014695187,982.122905,1087.055759,1196.33565
1264,879,1,0.00112628,983.2290503,1088.280088,1197.683059
1265,879.99,1,-0.000125001,983.1061453,1088.144051,1197.533347
1266,879.88,0,0.000784198,983.877095,1088.144051,1196.594244
1267,880.57,0,0.004905913,988.7039106,1088.144051,1190.723856
1268,884.89,0,0.003209438,991.877095,1088.144051,1186.902301
1269,887.73,0,-0.000822322,991.0614525,1088.144051,1187.878317
1270,887,0,0.006967306,997.9664804,1088.144051,1179.602006
1271,893.18,0,0.004847847,1002.804469,1088.144051,1173.883476
1272,897.51,0,0,1002.804469,1088.144051,1173.883476
1273,897.51,0,-0.001927555,1000.871508,1088.144051,1176.146201
1274,895.78,1,-0.006709237,994.1564246,1080.843435,1168.255158
1275,889.77,1,-0.007125437,987.0726257,1073.141953,1159.93083
1276,883.43,0,-0.001675288,985.4189944,1073.141953,1161.874048
1277,881.95,0,-0.003934463,981.5418994,1073.141953,1166.445399
1278,878.48,1,0.003073491,984.5586592,1076.440245,1170.030458
1279,881.18,0,-5.67421E-05,984.5027933,1076.440245,1170.096848
1280,881.13,0,3.40472E-05,984.5363128,1076.440245,1170.05701
1281,881.16,0,0.002190295,986.6927374,1076.440245,1167.49424
1282,883.09,0,-0.000928558,985.7765363,1076.440245,1168.578326
1283,882.27,0,0.003207635,988.9385475,1076.440245,1164.829953
1284,885.1,0,-0.001400972,987.5530726,1076.440245,1166.461847
1285,883.86,0,0.000701469,988.2458101,1076.440245,1165.643611
1286,884.48,0,-0.003437048,984.849162,1076.440245,1169.649983
1287,881.44,0,-0.000374387,984.4804469,1076.440245,1170.087886
1288,881.11,0,0.000136192,984.6145251,1076.440245,1169.928529
1289,881.23,0,-0.000272347,984.3463687,1076.440245,1170.247155
1290,880.99,0,0.00262205,986.9273743,1076.440245,1167.178708
1291,883.3,1,0.002026492,988.9273743,1078.621642,1169.543986
